filename,width,height,class,xmin,ymin,xmax,ymax
DSC_6218.jpg,4288,2848,codierte_Marken,3789,2095,4242,2586
DSC_6218.jpg,4288,2848,codierte_Marken,804,424,1229,724
DSC_6218.jpg,4288,2848,codierte_Marken,1504,283,1982,620
DSC_6218.jpg,4288,2848,codierte_Marken,2232,111,2673,420
DSC_6218.jpg,4288,2848,codierte_Marken,2414,674,2904,1074
DSC_6218.jpg,4288,2848,codierte_Marken,2626,1367,3167,1817
DSC_6218.jpg,4288,2848,codierte_Marken,2932,11,3423,274
DSC_6220.jpg,4288,2848,codierte_Marken,1657,414,1823,605
DSC_6220.jpg,4288,2848,codierte_Marken,2404,174,2554,364
DSC_6220.jpg,4288,2848,codierte_Marken,2611,511,2826,739
DSC_6220.jpg,4288,2848,codierte_Marken,3054,236,3389,508
DSC_6220.jpg,4288,2848,codierte_Marken,3701,417,3914,611
DSC_6220.jpg,4288,2848,codierte_Marken,3270,570,3514,783
DSC_6220.jpg,4288,2848,codierte_Marken,2211,1058,2401,1280
DSC_6220.jpg,4288,2848,codierte_Marken,1692,1374,1873,1586
DSC_6220.jpg,4288,2848,codierte_Marken,2836,1174,3070,1417
DSC_6220.jpg,4288,2848,codierte_Marken,2961,695,3214,977
DSC_6220.jpg,4288,2848,codierte_Marken,3154,1039,3351,1249
DSC_6220.jpg,4288,2848,codierte_Marken,3439,870,3679,1092
DSC_6220.jpg,4288,2848,codierte_Marken,3748,705,3957,949
DSC_6220.jpg,4288,2848,codierte_Marken,4032,586,4220,786
DSC_6220.jpg,4288,2848,codierte_Marken,3595,1195,3814,1386
DSC_6220.jpg,4288,2848,codierte_Marken,3270,1380,3536,1658
DSC_6220.jpg,4288,2848,codierte_Marken,3736,1455,3970,1714
DSC_6221.jpg,4288,2848,codierte_Marken,1636,1199,1761,1380
DSC_6221.jpg,4288,2848,codierte_Marken,1842,1261,1973,1433
DSC_6221.jpg,4288,2848,codierte_Marken,2195,895,2320,1058
DSC_6221.jpg,4288,2848,codierte_Marken,2132,1114,2261,1261
DSC_6221.jpg,4288,2848,codierte_Marken,2036,1333,2201,1520
DSC_6221.jpg,4288,2848,codierte_Marken,2289,1411,2407,1555
DSC_6221.jpg,4288,2848,codierte_Marken,2454,1442,2626,1630
DSC_6221.jpg,4288,2848,codierte_Marken,1951,1542,2117,1695
DSC_6221.jpg,4288,2848,codierte_Marken,1898,1752,2054,1961
DSC_6221.jpg,4288,2848,codierte_Marken,126,217,264,349
DSC_6221.jpg,4288,2848,codierte_Marken,307,383,467,514
DSC_6221.jpg,4288,2848,codierte_Marken,157,786,270,924
DSC_6221.jpg,4288,2848,codierte_Marken,882,786,1039,942
DSC_6221.jpg,4288,2848,codierte_Marken,1004,83,1132,245
DSC_6221.jpg,4288,2848,codierte_Marken,567,108,751,277
DSC_6221.jpg,4288,2848,codierte_Marken,698,277,914,405
DSC_6221.jpg,4288,2848,codierte_Marken,557,439,745,608
DSC_6221.jpg,4288,2848,codierte_Marken,536,717,707,877
DSC_6221.jpg,4288,2848,codierte_Marken,701,602,882,745
DSC_6221.jpg,4288,2848,codierte_Marken,998,592,1182,758
DSC_6221.jpg,4288,2848,codierte_Marken,1142,764,1367,930
DSC_6221.jpg,4288,2848,codierte_Marken,864,433,1045,583
DSC_6221.jpg,4288,2848,codierte_Marken,1207,124,1395,295
DSC_6221.jpg,4288,2848,codierte_Marken,1014,267,1239,445
DSC_6222.jpg,4288,2848,codierte_Marken,14,386,239,642
DSC_6222.jpg,4288,2848,codierte_Marken,98,33,311,295
DSC_6222.jpg,4288,2848,codierte_Marken,367,149,586,417
DSC_6222.jpg,4288,2848,codierte_Marken,1204,542,1414,808
DSC_6222.jpg,4288,2848,codierte_Marken,1551,542,1761,820
DSC_6222.jpg,4288,2848,codierte_Marken,1945,1217,2139,1408
DSC_6222.jpg,4288,2848,codierte_Marken,1879,242,2082,439
DSC_6222.jpg,4288,2848,codierte_Marken,1895,536,2089,783
DSC_6222.jpg,4288,2848,codierte_Marken,1895,877,2120,1083
DSC_6222.jpg,4288,2848,codierte_Marken,2226,530,2429,764
DSC_6222.jpg,4288,2848,codierte_Marken,2567,530,2786,717
DSC_6226.jpg,4288,2848,codierte_Marken,1870,1430,2101,1586
DSC_6226.jpg,4288,2848,codierte_Marken,1920,1070,2132,1252
DSC_6226.jpg,4288,2848,codierte_Marken,1595,1170,1767,1383
DSC_6227.jpg,4288,2848,codierte_Marken,1495,1036,1732,1255
DSC_6227.jpg,4288,2848,codierte_Marken,1507,817,1745,1080
DSC_6227.jpg,4288,2848,codierte_Marken,1820,995,2014,1183
DSC_6227.jpg,4288,2848,codierte_Marken,1851,649,2045,895
DSC_6228.jpg,4288,2848,codierte_Marken,151,824,342,945
DSC_6228.jpg,4288,2848,codierte_Marken,236,614,367,755
DSC_6228.jpg,4288,2848,codierte_Marken,301,705,442,852
DSC_6228.jpg,4288,2848,codierte_Marken,7,649,132,820
DSC_6228.jpg,4288,2848,codierte_Marken,1761,1358,1929,1502
DSC_6228.jpg,4288,2848,codierte_Marken,1773,1492,1917,1624
DSC_6228.jpg,4288,2848,codierte_Marken,1973,1467,2082,1589
DSC_6228.jpg,4288,2848,codierte_Marken,1995,1249,2107,1402
DSC_6228.jpg,4288,2848,codierte_Marken,1917,280,2032,392
DSC_6228.jpg,4288,2848,codierte_Marken,1914,170,2011,264
DSC_6228.jpg,4288,2848,codierte_Marken,3939,733,4098,889
DSC_6228.jpg,4288,2848,codierte_Marken,4064,883,4192,1045
DSC_6229.jpg,4288,2848,codierte_Marken,2032,1645,2167,1852
DSC_6229.jpg,4288,2848,codierte_Marken,1767,1742,1914,1911
DSC_6229.jpg,4288,2848,codierte_Marken,1939,1917,2086,2014
DSC_6229.jpg,4288,2848,codierte_Marken,1739,1864,1886,1995
DSC_6229.jpg,4288,2848,codierte_Marken,486,83,614,180
DSC_6229.jpg,4288,2848,codierte_Marken,1870,380,1989,505
DSC_6229.jpg,4288,2848,codierte_Marken,1845,502,1979,617
DSC_6229.jpg,4288,2848,codierte_Marken,2026,483,2142,608
DSC_6229.jpg,4288,2848,codierte_Marken,2032,295,2161,439
DSC_6230.jpg,4288,2848,codierte_Marken,1848,1108,1992,1264
DSC_6230.jpg,4288,2848,codierte_Marken,1832,924,1932,1042
DSC_6230.jpg,4288,2848,codierte_Marken,2048,1155,2201,1274
DSC_6230.jpg,4288,2848,codierte_Marken,2007,1024,2182,1164
DSC_6231.jpg,4288,2848,codierte_Marken,704,1152,854,1314
DSC_6231.jpg,4288,2848,codierte_Marken,1923,977,2132,1186
DSC_6231.jpg,4288,2848,codierte_Marken,2064,2270,2232,2480
DSC_6231.jpg,4288,2848,codierte_Marken,1364,192,1511,408
DSC_6232.jpg,4288,2848,codierte_Marken,1857,1177,1976,1345
DSC_6232.jpg,4288,2848,codierte_Marken,629,280,770,433
DSC_6232.jpg,4288,2848,codierte_Marken,1657,39,1848,211
DSC_6233.jpg,4288,2848,codierte_Marken,1554,505,1829,720
DSC_6233.jpg,4288,2848,codierte_Marken,539,1805,676,1933
DSC_6233.jpg,4288,2848,codierte_Marken,2945,2552,3082,2702
DSC_6233.jpg,4288,2848,codierte_Marken,2164,1539,2298,1664
DSC_6233.jpg,4288,2848,codierte_Marken,3042,1564,3214,1705
DSC_6233.jpg,4288,2848,codierte_Marken,3307,411,3426,530
DSC_6233.jpg,4288,2848,codierte_Marken,3539,361,3679,477
DSC_6233.jpg,4288,2848,codierte_Marken,2495,8,2601,177
DSC_6233.jpg,4288,2848,codierte_Marken,2561,955,2692,1055
DSC_6233.jpg,4288,2848,codierte_Marken,2817,952,2879,1099
DSC_6234.jpg,4288,2848,codierte_Marken,1467,1536,1579,1655
DSC_6234.jpg,4288,2848,codierte_Marken,1395,683,1520,802
DSC_6234.jpg,4288,2848,codierte_Marken,2073,745,2232,886
DSC_6234.jpg,4288,2848,codierte_Marken,3676,739,3801,880
DSC_6234.jpg,4288,2848,codierte_Marken,2792,105,2948,224
DSC_6236.jpg,4288,2848,codierte_Marken,1501,1267,1645,1370
DSC_6236.jpg,4288,2848,codierte_Marken,1470,358,1592,467
DSC_6236.jpg,4288,2848,codierte_Marken,2211,461,2336,580
DSC_6236.jpg,4288,2848,codierte_Marken,3867,477,4048,645
DSC_6237.jpg,4288,2848,codierte_Marken,1089,2386,1173,2514
DSC_6237.jpg,4288,2848,codierte_Marken,2529,1820,2670,1970
DSC_6237.jpg,4288,2848,codierte_Marken,1795,2533,1948,2652
DSC_6237.jpg,4288,2848,codierte_Marken,3414,2517,3576,2664
DSC_6237.jpg,4288,2848,codierte_Marken,1579,670,1842,858
DSC_6237.jpg,4288,2848,codierte_Marken,967,374,1126,505
DSC_6237.jpg,4288,2848,codierte_Marken,1454,1211,1673,1358
DSC_6239.jpg,4288,2848,codierte_Marken,1267,2752,1389,2848
DSC_6239.jpg,4288,2848,codierte_Marken,1304,1955,1411,2058
DSC_6239.jpg,4288,2848,codierte_Marken,1942,2070,2086,2186
DSC_6239.jpg,4288,2848,codierte_Marken,3382,2086,3495,2199
DSC_6239.jpg,4288,2848,codierte_Marken,2598,1602,2707,1686
DSC_6239.jpg,4288,2848,codierte_Marken,3507,1414,3632,1514
